-124.81 40.53 19.0 -3.3e+17 -6.94e+18 -7.27e+18 3.7e+17 6.1e+17 -2.08e+18 23  X Y mw
157.82 -9.26 12.0 5.0500000000000006e+17 -1.55e+17 3.5e+17 2.05e+17 2.88e+17 -2.76e+18 23  X Y mw
157.77 -9.18 16.6 9.18e+17 -5.94e+17 3.24e+17 4.51e+17 8.43e+17 -3.75e+17 23  X Y mw
157.77 -9.11 12.0 1.44e+19 -9.57e+18 4.79e+18 7.54e+18 1.29e+19 -1.08e+19 23  X Y mw
-14.85 -58.5 15.1 -2.4e+18 -2.83e+18 -5.23e+18 3.09e+18 -7.6e+17 -1.72e+19 23  X Y mw
157.21 -8.88 12.0 3.72e+19 -1.87e+19 1.85e+19 3.46e+19 2.61e+19 -2.04e+19 23  X Y mw
157.45 -9.12 12.0 7.24e+18 -3.25e+18 3.9800000000000005e+18 6.16e+18 5.82e+18 -3.69e+18 23  X Y mw
141.77 12.32 12.0 -1.1400000000000001e+18 1.1200000000000001e+18 -3e+16 6.46e+17 -3.12e+17 -4.41e+17 23  X Y mw
95.91 51.78 19.5 3.97e+18 -8.3e+18 -4.3299999999999995e+18 4.5200000000000005e+18 -1.1499999999999999e+18 -1.12e+19 23  X Y mw
-173.61 -16.06 94.6 -1.3099999999999998e+17 -3.38e+17 -4.69e+17 -9.01e+17 6.79e+17 5.16e+17 23  X Y mw
146.83 -7.49 132.9 -9.3e+17 -1.78e+19 -1.88e+19 -1.17e+19 -4.72e+19 -1.32e+19 23  X Y mw
123.14 0.01 164.4 1.29e+18 -1.23e+18 5.5e+16 7.58e+17 -2.27e+17 -3.95e+17 23  X Y mw
-27.78 -55.97 123.1 2.2600000000000003e+18 -2.33e+18 -6.5e+16 -9.21e+17 1.41e+18 -1.09e+18 23  X Y mw
-99.84 17.89 55.3 -5.61e+18 5.37e+18 -2.4e+17 -2.35e+18 -7.1e+16 1.0199999999999999e+18 23  X Y mw
-71.55 -28.03 22.8 1.1200000000000001e+18 1.16e+17 1.24e+18 1.61e+17 1.09e+18 1.29e+17 23  X Y mw
118.97 15.54 12.3 -1.05e+18 1.63e+17 -8.84e+17 5.08e+17 -6.64e+17 -6.73e+17 23  X Y mw
153.62 -5.77 33.1 1.72e+18 -1.18e+18 5.4e+17 7.62e+17 1.64e+17 -9.61e+17 23  X Y mw
142.94 41.79 43.5 1.54e+18 -3.55e+17 1.19e+18 5.82e+17 -1.42e+18 6.84e+17 23  X Y mw
141.65 37.32 40.7 1.35e+18 -1.6e+17 1.19e+18 4.82e+17 -1.27e+18 4.55e+17 23  X Y mw
-65.18 -15.4 553.8 3.18e+18 -2.17e+17 2.97e+18 -4.01e+18 -7.18e+18 -1.51e+18 23  X Y mw
-81.75 -1.88 15.5 -1.62e+17 -6.199999999999999e+16 -2.24e+17 5.3e+16 -1.87e+17 -1.16e+18 23  X Y mw
126.89 -0.95 15.0 -9.54e+17 2.57e+18 1.62e+18 -5.34e+17 4.2100000000000005e+18 -1.7e+18 23  X Y mw
-124.57 -55.72 20.9 -9.2e+16 8.28e+17 7.36e+17 -1.27e+17 2.1e+16 -1.09e+18 23  X Y mw
125.77 27.13 230.6 -2.65e+19 1.23e+18 -2.53e+19 -8.420000000000001e+18 1.07e+19 5.5e+18 23  X Y mw
-85.98 11.6 172.7 9.59e+17 -5.4299999999999994e+17 4.16e+17 4.83e+17 8.75e+17 -3.48e+17 23  X Y mw
-129.08 -55.34 15.0 -2.45e+17 1.45e+18 1.2e+18 -3.27e+17 -3e+16 -1.76e+18 23  X Y mw
-109.32 19.93 17.4 3.9e+16 -2.34e+18 -2.2999999999999997e+18 -1.47e+17 1.4000000000000002e+17 1.41e+18 23  X Y mw
-76.12 -14.52 25.1 1.55e+19 -1.85e+18 1.37e+19 5.21e+18 2.87e+19 -6.09e+18 23  X Y mw
-179.4 -17.98 608.7 -4.03e+17 4.62e+17 5.9e+16 5.0099999999999994e+17 8.48e+17 3.69e+17 23  X Y mw
43.07 38.51 12.0 9.86e+17 -1.0299999999999999e+18 -4.1e+16 1.57e+17 1.2399999999999998e+17 -3.47e+17 23  X Y mw
43.4 38.64 12.0 5.27e+19 -5.86e+19 -5.91e+18 2.13e+19 1.78e+19 6.12e+18 23  X Y mw
-175.72 -28.83 48.4 1.32e+20 -1.59e+19 1.17e+20 2.68e+19 -3.1399999999999996e+19 6.93e+19 23  X Y mw
142.52 43.83 191.5 -7.62e+17 9.28e+17 1.67e+17 1.41e+18 2.47e+17 -1.4e+18 23  X Y mw
151.1 -6.12 33.3 1.08e+18 -1.19e+18 -1.15e+17 7.19e+17 1.03e+17 2.95e+17 23  X Y mw
123.77 54.17 21.8 -1.19e+17 5.92e+17 4.73e+17 1.8e+16 1.81e+17 -1.26e+18 23  X Y mw
148.15 -6.9 33.0 4.26e+18 -2.49e+18 1.77e+18 3.69e+18 -2.51e+18 2.38e+18 23  X Y mw
114.65 -9.69 57.8 4.6e+17 1.1e+18 1.56e+18 -5.3799999999999994e+17 -9e+16 -1.65e+18 23  X Y mw
-178.73 -32.49 48.6 1.57e+18 -2.58e+17 1.31e+18 3.96e+17 -7.15e+17 6.94e+17 23  X Y mw
-175.02 -15.2 12.0 -3.68e+17 2.57e+18 2.2e+18 6.82e+17 5.31e+17 -3.58e+18 23  X Y mw
88.35 27.44 46.0 -4.09e+18 -2.32e+19 -2.73e+19 8.99e+18 1.23e+18 6.35e+18 23  X Y mw
143.28 40.28 28.0 9.22e+17 -4.7e+16 8.74e+17 3.27e+17 -1.07e+18 1.55e+17 23  X Y mw
143.22 40.2 22.5 7.14e+18 -1e+16 7.12e+18 4.3499999999999995e+18 -9.38e+18 1.34e+18 23  X Y mw
-179.21 -21.61 624.9 -1.41e+19 7.87e+19 6.46e+19 -5.89e+19 7.35e+19 5.2e+18 23  X Y mw
141.54 36.22 27.9 1.75e+18 -1.94e+17 1.55e+18 7.32e+17 -2.08e+18 7.41e+17 23  X Y mw
-178.68 -35.18 12.0 -1.1400000000000001e+18 -1.5e+17 -1.29e+18 -9.4e+16 -4.1e+16 -3.1e+17 23  X Y mw
172.97 53.07 13.4 5.2e+16 -1.65e+17 -1.13e+17 -4000000000000000.0 7.41e+17 1.2e+18 23  X Y mw
-127.17 49.27 25.1 -6.15e+17 -1.61e+18 -2.22e+18 1.98e+17 2.78e+18 -5.14e+18 23  X Y mw
163.2 -49.93 18.7 -8e+16 1.05e+18 9.7e+17 1e+16 1.1e+17 1.12e+17 23  X Y mw
97.86 2.88 94.6 -2.75e+18 2.38e+18 -3.8e+17 8.549999999999999e+18 9.83e+18 3.92e+18 23  X Y mw
-173.44 -15.18 54.3 -2.29e+17 4.57e+17 2.28e+17 -2.6e+18 -3.49e+17 -2.27e+17 23  X Y mw
169.72 -20.79 151.6 1.21e+19 1.08e+19 2.29e+19 3.03e+19 2.08e+19 -1.34e+19 23  X Y mw
-63.08 -28.56 597.3 -1.08e+19 7.37e+18 -3.42e+18 -2.47e+18 -1.06e+19 -3.36e+18 23  X Y mw
-171.56 51.91 39.4 1.21e+19 6.99e+18 1.9e+19 6.46e+18 -1.43e+19 -7.45e+18 23  X Y mw
166.32 -12.56 52.5 1.26e+18 -2e+16 1.24e+18 -1.18e+17 -4.51e+17 -2.4e+17 23  X Y mw
126.68 -6.47 468.7 -9.41e+18 3.25e+18 -6.16e+18 7.13e+18 -2.44e+19 9.3e+17 23  X Y mw
167.65 -18.2 14.0 1.31e+18 -1.14e+17 1.2e+18 8.71e+17 8.7e+17 -7.23e+17 23  X Y mw
